id,region,month,year,kwh,bill_amount,household_size,submitter_name,created_at
860,Adamaoua,7,2024,75.68,3784.0,8,Julien Girard,2025-12-19 13:46:30.414591
861,Nord-Ouest,11,2025,74.79,3739.0,2,Emma Mercier,2025-08-05 13:46:30.414591
862,Adamaoua,7,2026,133.51,7357.0,6,Benjamin Leroy,2025-06-16 13:46:30.414591
863,Nord,7,2025,86.97,4348.0,2,Catherine Moreau,2025-05-30 13:46:30.414591
864,Adamaoua,7,2025,73.36,3668.0,8,Anne Leblanc,2026-04-16 13:46:30.414591
865,Sud-Ouest,1,2025,87.58,4379.0,7,Thomas Dufour,2025-09-28 13:46:30.414591
866,Centre,12,2025,162.26,9628.0,7,Jean Dupont,2025-09-07 13:46:30.414591
867,Centre,5,2025,129.4,7033.0,9,Isabelle Lefevre,2025-10-06 13:46:30.414591
868,Centre,4,2024,57.71,2885.0,5,Anonyme,2026-03-28 13:46:30.414591
869,Nord-Ouest,4,2024,50.7,2535.0,9,Luc Fontaine,2025-11-07 13:46:30.414591
870,Extrême-Nord,5,2026,47.69,2384.0,2,Julien Girard,2025-09-26 13:46:30.414591
871,Nord,12,2026,104.59,5230.0,6,Anonyme,2025-05-15 13:46:30.414591
872,Nord-Ouest,2,2025,20.0,1000.0,3,Michel Durand,2025-09-01 13:46:30.414591
873,Centre,1,2026,216.08,13881.0,6,Valerie Blanchard,2025-10-02 13:46:30.414591
874,Adamaoua,7,2025,115.0,5895.0,9,Julien Girard,2025-05-06 13:46:30.414591
875,Centre,3,2024,90.04,4502.0,3,Nicolas Garnier,2025-08-22 13:46:30.414591
876,Extrême-Nord,9,2024,23.5,1175.0,9,Claude Rousseau,2025-08-16 13:46:30.414591
877,Extrême-Nord,10,2024,28.62,1431.0,4,Pierre Bernard,2026-02-11 13:46:30.414591
878,Nord-Ouest,5,2026,78.29,3915.0,4,Michel Durand,2025-07-04 13:46:30.414591
879,Ouest,9,2024,113.58,5783.0,8,Florence Mathieu,2025-06-10 13:46:30.414591
880,Nord,7,2024,56.26,2813.0,2,Isabelle Lefevre,2025-06-21 13:46:30.414591
881,Ouest,3,2026,148.79,8565.0,2,Claude Rousseau,2026-04-14 13:46:30.414591
882,Ouest,8,2025,20.0,1000.0,6,Benjamin Leroy,2025-10-17 13:46:30.414591
883,Ouest,9,2025,140.43,7904.0,3,Jean Dupont,2026-02-04 13:46:30.414591
884,Ouest,5,2025,80.55,4028.0,8,Nicolas Garnier,2026-03-19 13:46:30.414591
885,Sud,8,2025,49.62,2481.0,6,Emma Mercier,2025-06-30 13:46:30.414591
886,Littoral,2,2024,130.33,7106.0,5,Sophie Garcia,2025-11-12 13:46:30.414591
887,Nord,11,2026,73.3,3665.0,2,Marie Martin,2025-08-09 13:46:30.414591
888,Centre,12,2025,172.45,10434.0,10,Nicolas Garnier,2025-09-09 13:46:30.414591
889,Extrême-Nord,11,2025,35.45,1773.0,5,Jean Dupont,2025-10-17 13:46:30.414591
890,Ouest,5,2024,141.61,7997.0,7,Thomas Dufour,2025-10-23 13:46:30.414591
891,Extrême-Nord,4,2025,46.5,2325.0,2,Michel Durand,2026-03-28 13:46:30.414591
892,Est,6,2025,20.0,1000.0,7,Nicolas Garnier,2025-06-12 13:46:30.414591
893,Nord,8,2024,29.91,1495.0,6,Catherine Moreau,2025-12-03 13:46:30.414591
894,Nord,5,2026,47.9,2395.0,6,Pierre Bernard,2025-10-13 13:46:30.414591
895,Nord-Ouest,9,2026,72.16,3608.0,2,Valerie Blanchard,2025-05-15 13:46:30.414591
896,Centre,4,2026,165.34,9872.0,4,Nicolas Garnier,2025-11-29 13:46:30.414591
897,Sud-Ouest,12,2024,156.93,9207.0,4,Sophie Garcia,2025-05-15 13:46:30.414591
898,Sud-Ouest,1,2026,122.46,6484.0,2,Thomas Dufour,2025-08-11 13:46:30.414591
899,Adamaoua,7,2025,89.07,4454.0,10,Marie Martin,2025-11-23 13:46:30.414591
900,Littoral,10,2024,192.68,12032.0,9,Thomas Dufour,2025-05-03 13:46:30.414591
901,Nord-Ouest,9,2024,97.49,4875.0,3,Marc Leduc,2025-07-10 13:46:30.414591
902,Adamaoua,12,2025,133.18,7331.0,1,Nicolas Garnier,2025-12-22 13:46:30.414591
903,Adamaoua,7,2024,119.09,6218.0,10,Emma Mercier,2025-10-18 13:46:30.414591
904,Nord,7,2026,74.39,3719.0,4,Julien Girard,2025-07-14 13:46:30.414591
905,Centre,4,2026,158.87,9360.0,3,Florence Mathieu,2025-11-24 13:46:30.414591
906,Ouest,8,2024,104.1,5205.0,5,Marie Martin,2025-11-12 13:46:30.414591
907,Adamaoua,2,2024,70.49,3524.0,6,Michel Durand,2026-03-19 13:46:30.414591
908,Adamaoua,3,2026,86.91,4345.0,7,Luc Fontaine,2025-10-21 13:46:30.414591
909,Sud-Ouest,12,2025,86.33,4316.0,5,Florence Mathieu,2026-04-03 13:46:30.414591
910,Ouest,2,2024,177.3,10817.0,2,Marie Martin,2025-12-16 13:46:30.414591
911,Ouest,11,2025,175.43,10669.0,6,Jean Dupont,2026-04-06 13:46:30.414591
912,Ouest,9,2024,171.43,10353.0,9,Stephanie Vincent,2025-10-06 13:46:30.414591
913,Nord-Ouest,7,2025,99.93,4997.0,9,Benjamin Leroy,2025-08-01 13:46:30.414591
914,Centre,10,2025,67.04,3352.0,1,Stephanie Vincent,2025-12-15 13:46:30.414591
915,Adamaoua,11,2025,93.9,4695.0,9,Marc Leduc,2026-02-25 13:46:30.414591
916,Ouest,11,2025,89.37,4469.0,1,Marie Martin,2025-10-22 13:46:30.414591
917,Est,2,2026,77.46,3873.0,4,Florence Mathieu,2025-10-14 13:46:30.414591
918,Ouest,7,2026,134.68,7449.0,1,Florence Mathieu,2025-07-31 13:46:30.414591
919,Centre,9,2024,165.79,9908.0,7,Catherine Moreau,2025-11-18 13:46:30.414591
920,Extrême-Nord,8,2026,41.82,2091.0,10,Valerie Blanchard,2025-06-11 13:46:30.414591
921,Sud,2,2026,74.15,3708.0,10,Emma Mercier,2025-11-26 13:46:30.414591
922,Est,7,2026,162.19,9623.0,6,Benjamin Leroy,2025-09-07 13:46:30.414591
923,Sud-Ouest,8,2024,104.77,5239.0,7,Luc Fontaine,2025-08-27 13:46:30.414591
924,Est,3,2024,96.17,4808.0,1,Marie Martin,2025-05-30 13:46:30.414591
925,Nord,2,2026,21.93,1096.0,7,Valerie Blanchard,2025-12-01 13:46:30.414591
926,Sud,10,2024,48.95,2448.0,7,Thomas Dufour,2025-07-12 13:46:30.414591
927,Est,12,2026,120.73,6347.0,2,Marie Martin,2025-12-18 13:46:30.414591
928,Adamaoua,1,2025,128.83,6988.0,7,Julien Girard,2026-04-04 13:46:30.414591
929,Centre,7,2026,113.51,5777.0,2,Claude Rousseau,2025-05-02 13:46:30.414591
930,Littoral,7,2025,79.81,3991.0,9,Anonyme,2026-01-02 13:46:30.414591
931,Extrême-Nord,5,2024,28.82,1441.0,5,Emma Mercier,2026-03-28 13:46:30.414591
932,Sud,4,2025,65.03,3251.0,2,Marie Martin,2026-04-06 13:46:30.414591
933,Ouest,3,2024,94.91,4745.0,2,Isabelle Lefevre,2025-09-02 13:46:30.414591
934,Littoral,3,2025,104.72,5236.0,3,Michel Durand,2026-02-27 13:46:30.414591
935,Centre,10,2025,256.49,17072.0,3,Julien Girard,2025-08-10 13:46:30.414591
936,Sud,1,2026,27.38,1369.0,8,Nicolas Garnier,2026-02-10 13:46:30.414591
937,Sud,10,2025,53.87,2693.0,2,Stephanie Vincent,2025-08-15 13:46:30.414591
938,Sud,3,2025,48.39,2419.0,9,Benjamin Leroy,2025-10-06 13:46:30.414591
939,Sud,11,2026,58.77,2939.0,10,Catherine Moreau,2025-11-14 13:46:30.414591
940,Littoral,1,2024,124.26,6626.0,2,Sophie Garcia,2025-07-03 13:46:30.414591
941,Sud,4,2025,70.85,3542.0,9,Catherine Moreau,2025-10-27 13:46:30.414591
942,Est,3,2026,61.55,3077.0,4,Anonyme,2025-10-12 13:46:30.414591
943,Sud-Ouest,10,2025,91.1,4555.0,1,Florence Mathieu,2025-08-07 13:46:30.414591
944,Sud-Ouest,4,2025,77.36,3868.0,10,Isabelle Lefevre,2025-07-13 13:46:30.414591
945,Ouest,4,2024,20.0,1000.0,4,Marc Leduc,2025-09-18 13:46:30.414591
946,Sud,7,2024,73.66,3683.0,6,Stephanie Vincent,2025-10-22 13:46:30.414591
947,Sud-Ouest,3,2024,92.3,4615.0,10,Michel Durand,2025-08-25 13:46:30.414591
948,Littoral,6,2025,157.1,9221.0,1,Luc Fontaine,2026-02-28 13:46:30.414591
949,Littoral,2,2024,73.07,3653.0,9,Marie Martin,2025-09-18 13:46:30.414591
950,Littoral,12,2025,200.13,12620.0,4,Marc Leduc,2025-09-16 13:46:30.414591
951,Sud,2,2026,69.21,3460.0,5,Catherine Moreau,2025-09-13 13:46:30.414591
952,Est,10,2026,119.79,6274.0,1,Pierre Bernard,2025-11-02 13:46:30.414591
953,Sud,3,2024,40.75,2037.0,7,Julien Girard,2025-05-24 13:46:30.414591
954,Littoral,10,2025,90.45,4523.0,3,Isabelle Lefevre,2026-01-10 13:46:30.414591
955,Nord,3,2025,29.51,1475.0,4,Anonyme,2025-06-26 13:46:30.414591
956,Est,12,2025,27.53,1377.0,10,Benjamin Leroy,2025-06-04 13:46:30.414591
957,Nord,12,2026,124.18,6621.0,4,Catherine Moreau,2025-10-01 13:46:30.414591
958,Adamaoua,8,2025,127.7,6898.0,10,Stephanie Vincent,2025-05-03 13:46:30.414591
959,Nord,6,2025,20.13,1007.0,4,Stephanie Vincent,2026-04-22 13:46:30.414591
960,Extrême-Nord,8,2026,68.9,3445.0,7,Catherine Moreau,2026-02-20 13:46:30.414591
961,Ouest,4,2025,156.21,9151.0,6,Marie Martin,2025-10-26 13:46:30.414591
962,Littoral,3,2026,175.28,10658.0,1,Jean Dupont,2025-05-03 13:46:30.414591
963,Est,12,2026,124.45,6642.0,10,Sophie Garcia,2025-12-13 13:46:30.414591
964,Sud-Ouest,4,2025,144.18,8200.0,4,Anne Leblanc,2025-08-22 13:46:30.414591
965,Adamaoua,12,2026,27.0,1350.0,4,Anonyme,2025-04-29 13:46:30.414591
966,Adamaoua,9,2025,85.14,4257.0,6,Isabelle Lefevre,2025-10-23 13:46:30.414591
967,Ouest,4,2026,90.08,4504.0,7,Florence Mathieu,2025-09-09 13:46:30.414591
968,Extrême-Nord,3,2026,50.03,2501.0,8,Stephanie Vincent,2025-12-30 13:46:30.414591
969,Nord-Ouest,12,2024,44.5,2225.0,7,Sophie Garcia,2025-12-31 13:46:30.414591
970,Est,4,2026,74.41,3721.0,9,Valerie Blanchard,2026-01-08 13:46:30.414591
971,Centre,1,2024,222.08,14354.0,10,Nicolas Garnier,2026-04-10 13:46:30.414591
972,Sud-Ouest,7,2025,75.63,3782.0,1,Thomas Dufour,2026-03-10 13:46:30.414591
973,Centre,8,2024,172.31,10423.0,1,Sophie Garcia,2025-11-07 13:46:30.414591
974,Extrême-Nord,12,2024,62.48,3124.0,10,Benjamin Leroy,2025-11-07 13:46:30.414591
975,Centre,1,2026,116.47,6011.0,4,Pierre Bernard,2025-06-30 13:46:30.414591
976,Sud-Ouest,10,2026,104.39,5220.0,6,Michel Durand,2025-08-04 13:46:30.414591
977,Nord-Ouest,8,2026,70.67,3533.0,5,Catherine Moreau,2025-11-08 13:46:30.414591
978,Sud,11,2024,57.3,2865.0,7,Catherine Moreau,2025-08-25 13:46:30.414591
979,Sud,6,2026,48.24,2412.0,2,Sophie Garcia,2025-06-03 13:46:30.414591
980,Littoral,2,2025,137.66,7685.0,5,Marie Martin,2025-06-10 13:46:30.414591
981,Centre,2,2026,94.46,4723.0,1,Sophie Garcia,2025-10-20 13:46:30.414591
982,Adamaoua,9,2026,91.86,4593.0,5,Florence Mathieu,2026-01-25 13:46:30.414591
983,Extrême-Nord,10,2026,20.0,1000.0,7,Benjamin Leroy,2026-01-31 13:46:30.414591
984,Ouest,7,2025,50.94,2547.0,1,Luc Fontaine,2026-03-19 13:46:30.414591
985,Centre,8,2025,28.81,1440.0,6,Pierre Bernard,2026-04-10 13:46:30.414591
986,Extrême-Nord,10,2025,45.19,2259.0,4,Nicolas Garnier,2026-01-10 13:46:30.414591
987,Nord-Ouest,1,2024,63.42,3171.0,5,Julien Girard,2026-03-06 13:46:30.414591
988,Sud,9,2025,78.54,3927.0,10,Isabelle Lefevre,2026-01-06 13:46:30.414591
989,Nord-Ouest,6,2026,44.02,2201.0,10,Pierre Bernard,2025-10-15 13:46:30.414591
990,Adamaoua,5,2025,109.06,5453.0,1,Stephanie Vincent,2025-08-26 13:46:30.414591
991,Est,1,2025,65.22,3261.0,9,Anne Leblanc,2025-12-23 13:46:30.414591
992,Est,5,2026,169.82,10226.0,3,Claude Rousseau,2025-11-16 13:46:30.414591
993,Sud,11,2025,37.62,1881.0,10,Claude Rousseau,2026-01-21 13:46:30.414591
994,Nord,5,2026,41.84,2092.0,10,Valerie Blanchard,2025-07-27 13:46:30.414591
995,Sud,7,2026,73.7,3685.0,4,Julien Girard,2026-03-27 13:46:30.414591
996,Est,10,2024,51.27,2563.0,9,Jean Dupont,2026-02-26 13:46:30.414591
997,Adamaoua,12,2026,61.43,3071.0,4,Anonyme,2026-03-20 13:46:30.414591
998,Sud-Ouest,3,2026,49.67,2484.0,5,Catherine Moreau,2025-05-04 13:46:30.414591
999,Nord,1,2026,63.77,3188.0,9,Florence Mathieu,2026-02-19 13:46:30.414591
1000,Ouest,3,2026,196.66,12346.0,2,Michel Durand,2026-01-28 13:46:30.414591
1001,Est,11,2025,109.96,5498.0,5,Catherine Moreau,2025-12-16 13:46:30.414591
1002,Nord,9,2025,82.65,4132.0,10,Anonyme,2025-05-20 13:46:30.414591
1003,Adamaoua,2,2024,20.0,1000.0,10,Anonyme,2025-09-21 13:46:30.414591
1004,Ouest,12,2024,174.09,10563.0,7,Claude Rousseau,2025-11-23 13:46:30.414591
1005,Littoral,10,2024,231.5,15099.0,7,Valerie Blanchard,2026-04-05 13:46:30.414591
1006,Extrême-Nord,7,2024,24.78,1239.0,6,Stephanie Vincent,2025-10-19 13:46:30.414591
1007,Extrême-Nord,8,2025,20.0,1000.0,5,Stephanie Vincent,2026-01-13 13:46:30.414591
1008,Littoral,11,2026,125.01,6686.0,10,Florence Mathieu,2025-06-05 13:46:30.414591
1009,Centre,11,2024,132.9,7309.0,6,Florence Mathieu,2026-01-14 13:46:30.414591
1010,Sud-Ouest,6,2025,153.41,8929.0,4,Valerie Blanchard,2026-02-02 13:46:30.414591
1011,Centre,9,2025,197.72,12430.0,3,Emma Mercier,2025-08-09 13:46:30.414591
1012,Nord,12,2025,56.98,2849.0,10,Jean Dupont,2025-07-28 13:46:30.414591
1013,Sud,7,2025,20.0,1000.0,4,Claude Rousseau,2025-08-14 13:46:30.414591
1014,Sud-Ouest,5,2026,134.03,7399.0,6,Nicolas Garnier,2025-08-22 13:46:30.414591
1015,Ouest,10,2026,70.14,3507.0,1,Anonyme,2025-08-20 13:46:30.414591
1016,Sud,4,2026,38.53,1927.0,7,Emma Mercier,2025-10-15 13:46:30.414591
1017,Nord,8,2024,50.87,2544.0,1,Florence Mathieu,2025-08-15 13:46:30.414591
1018,Sud-Ouest,2,2025,99.73,4987.0,5,Julien Girard,2025-06-16 13:46:30.414591
1019,Nord,2,2026,63.02,3151.0,5,Emma Mercier,2026-04-04 13:46:30.414591
1020,Centre,2,2024,170.33,10266.0,1,Anonyme,2025-09-28 13:46:30.414591
1021,Ouest,7,2026,20.0,1000.0,7,Julien Girard,2026-04-24 13:46:30.414591
1022,Nord,2,2024,40.6,2030.0,8,Nicolas Garnier,2026-02-08 13:46:30.414591
1023,Ouest,2,2026,153.63,8947.0,6,Valerie Blanchard,2026-01-03 13:46:30.414591
1024,Sud,1,2024,91.7,4585.0,5,Claude Rousseau,2025-08-26 13:46:30.414591
1025,Adamaoua,6,2026,98.89,4945.0,6,Nicolas Garnier,2026-04-09 13:46:30.414591
1026,Ouest,5,2025,196.8,12357.0,4,Jean Dupont,2026-04-04 13:47:14.079581
1027,Est,4,2024,112.2,5674.0,4,Marie Martin,2026-01-07 13:47:14.079581
1028,Adamaoua,10,2024,51.86,2593.0,2,Pierre Bernard,2025-08-01 13:47:14.079581
1029,Nord,9,2026,76.5,3825.0,8,Florence Mathieu,2026-04-03 13:47:14.079581
1030,Sud,4,2025,46.36,2318.0,8,Marc Leduc,2025-12-25 13:47:14.079581
1031,Est,2,2025,81.55,4078.0,9,Florence Mathieu,2025-09-15 13:47:14.079581
1032,Est,3,2024,52.54,2627.0,2,Thomas Dufour,2025-08-15 13:47:14.079581
1033,Est,9,2026,136.52,7595.0,5,Benjamin Leroy,2025-11-17 13:47:14.079581
1034,Littoral,3,2025,147.5,8462.0,1,Michel Durand,2025-10-27 13:47:14.079581
1035,Sud,7,2024,20.0,1000.0,4,Julien Girard,2025-05-13 13:47:14.079581
1036,Sud,6,2025,57.76,2888.0,4,Nicolas Garnier,2025-05-13 13:47:14.079581
1037,Nord-Ouest,7,2025,34.02,1701.0,5,Nicolas Garnier,2026-03-21 13:47:14.079581
1038,Nord-Ouest,1,2025,68.28,3414.0,8,Florence Mathieu,2025-05-18 13:47:14.079581
1039,Adamaoua,8,2026,81.95,4098.0,2,Benjamin Leroy,2025-11-06 13:47:14.079581
1040,Nord,10,2026,72.25,3613.0,2,Luc Fontaine,2025-06-05 13:47:14.079581
1041,Extrême-Nord,12,2026,61.67,3084.0,10,Anne Leblanc,2025-06-03 13:47:14.079581
1042,Extrême-Nord,11,2024,20.0,1000.0,7,Benjamin Leroy,2026-01-01 13:47:14.079581
1043,Nord-Ouest,3,2026,75.69,3784.0,3,Thomas Dufour,2025-05-07 13:47:14.079581
1044,Sud-Ouest,1,2025,119.74,6270.0,1,Marc Leduc,2025-08-14 13:47:14.079581
1045,Littoral,8,2024,125.02,6687.0,9,Catherine Moreau,2025-10-08 13:47:14.079581
1046,Ouest,12,2026,93.4,4670.0,10,Luc Fontaine,2025-04-29 13:47:14.079581
1047,Est,7,2024,142.78,8090.0,10,Luc Fontaine,2025-05-16 13:47:14.079581
1048,Centre,8,2024,213.37,13666.0,1,Luc Fontaine,2025-10-19 13:47:14.079581
1049,Sud-Ouest,7,2026,28.09,1404.0,6,Pierre Bernard,2025-09-02 13:47:14.079581
1050,Sud,9,2026,30.24,1512.0,10,Marc Leduc,2025-07-26 13:47:14.079581
1051,Nord,5,2025,102.28,5114.0,2,Isabelle Lefevre,2025-10-23 13:47:14.079581
1052,Ouest,10,2024,154.99,9054.0,6,Anonyme,2025-11-23 13:47:14.079581
1053,Sud-Ouest,1,2024,20.0,1000.0,9,Jean Dupont,2026-01-14 13:47:14.079581
1054,Ouest,3,2024,161.51,9569.0,7,Anonyme,2025-09-15 13:47:14.079581
1055,Sud-Ouest,12,2024,129.43,7035.0,1,Pierre Bernard,2025-07-23 13:47:14.079581
1056,Est,12,2026,108.63,5431.0,10,Jean Dupont,2025-05-18 13:47:14.079581
1057,Sud-Ouest,4,2024,90.4,4520.0,8,Catherine Moreau,2025-08-20 13:47:14.079581
1058,Sud-Ouest,12,2026,87.31,4366.0,7,Catherine Moreau,2025-07-01 13:47:14.079581
1059,Nord,6,2025,73.47,3673.0,10,Julien Girard,2025-06-24 13:47:14.079581
1060,Sud,5,2025,77.98,3899.0,6,Marc Leduc,2025-08-18 13:47:14.079581
1061,Est,1,2026,94.45,4723.0,8,Valerie Blanchard,2026-02-16 13:47:14.079581
1062,Nord-Ouest,1,2026,82.12,4106.0,8,Valerie Blanchard,2026-01-31 13:47:14.079581
1063,Nord-Ouest,1,2024,148.94,8576.0,7,Pierre Bernard,2026-01-29 13:47:14.079581
1064,Extrême-Nord,4,2025,27.68,1384.0,8,Catherine Moreau,2025-12-13 13:47:14.079581
1065,Adamaoua,11,2025,120.34,6317.0,6,Valerie Blanchard,2025-07-24 13:47:14.079581
1066,Ouest,2,2026,89.36,4468.0,5,Stephanie Vincent,2025-09-05 13:47:14.079581
1067,Nord,12,2025,71.89,3595.0,9,Sophie Garcia,2025-10-14 13:47:14.079581
1068,Ouest,1,2026,56.5,2825.0,9,Thomas Dufour,2026-04-06 13:47:14.079581
1069,Littoral,2,2026,92.06,4603.0,6,Marc Leduc,2025-06-24 13:47:14.079581
1070,Est,10,2026,141.59,7996.0,10,Marc Leduc,2026-04-18 13:47:14.079581
1071,Adamaoua,5,2025,135.87,7544.0,1,Luc Fontaine,2025-06-04 13:47:14.079581
1072,Nord,9,2025,41.13,2056.0,5,Nicolas Garnier,2026-02-10 13:47:14.079581
1073,Nord-Ouest,4,2024,93.22,4661.0,3,Michel Durand,2025-05-15 13:47:14.079581
1074,Nord,1,2024,64.65,3233.0,4,Sophie Garcia,2025-09-25 13:47:14.079581
1075,Est,6,2026,45.02,2251.0,7,Emma Mercier,2025-08-06 13:47:14.079581
1076,Extrême-Nord,8,2024,56.27,2813.0,10,Thomas Dufour,2026-01-11 13:47:14.079581
1077,Sud-Ouest,9,2026,68.74,3437.0,3,Sophie Garcia,2025-11-07 13:47:14.079581
1078,Nord-Ouest,2,2024,97.79,4889.0,6,Anonyme,2026-01-18 13:47:14.079581
1079,Sud,9,2025,71.11,3555.0,6,Catherine Moreau,2026-01-26 13:47:14.079581
1080,Nord-Ouest,4,2024,98.88,4944.0,1,Jean Dupont,2025-10-12 13:47:14.079581
1081,Sud-Ouest,6,2025,69.04,3452.0,10,Thomas Dufour,2025-10-15 13:47:14.079581
1082,Ouest,8,2024,99.93,4997.0,10,Pierre Bernard,2026-03-29 13:47:14.079581
1083,Ouest,4,2025,45.51,2276.0,8,Michel Durand,2025-08-04 13:47:14.079581
1084,Est,7,2024,58.94,2947.0,4,Marie Martin,2025-06-08 13:47:14.079581
1085,Littoral,9,2026,224.61,14554.0,9,Julien Girard,2025-06-03 13:47:14.079581
1086,Centre,11,2026,127.73,6901.0,1,Catherine Moreau,2025-12-31 13:47:14.079581
1087,Sud,9,2026,59.66,2983.0,4,Catherine Moreau,2025-12-05 13:47:14.079581
1088,Sud,7,2025,68.68,3434.0,10,Stephanie Vincent,2025-08-09 13:47:14.079581
1089,Nord,6,2024,71.47,3574.0,3,Pierre Bernard,2025-07-09 13:47:14.079581
1090,Centre,5,2025,105.11,5256.0,4,Anonyme,2026-01-08 13:47:14.079581
1091,Adamaoua,11,2025,139.31,7815.0,9,Anne Leblanc,2026-01-26 13:47:14.079581
1092,Centre,1,2024,87.5,4375.0,2,Isabelle Lefevre,2026-03-06 13:47:14.079581
1093,Nord,3,2026,70.37,3519.0,8,Catherine Moreau,2026-03-15 13:47:14.079581
1094,Extrême-Nord,3,2025,23.74,1187.0,3,Florence Mathieu,2025-09-11 13:47:14.079581
1095,Littoral,6,2025,180.97,11106.0,9,Pierre Bernard,2026-04-02 13:47:14.079581
1096,Est,10,2026,128.93,6996.0,8,Marc Leduc,2025-09-22 13:47:14.079581
1097,Littoral,11,2025,156.62,9183.0,8,Catherine Moreau,2025-05-27 13:47:14.079581
1098,Littoral,12,2024,206.75,13143.0,3,Nicolas Garnier,2025-10-19 13:47:14.079581
1099,Sud,6,2025,62.48,3124.0,2,Pierre Bernard,2026-03-30 13:47:14.079581
1100,Ouest,7,2026,95.57,4778.0,9,Michel Durand,2025-07-24 13:47:14.079581
1101,Adamaoua,10,2026,147.97,8500.0,7,Luc Fontaine,2025-10-31 13:47:14.079581
1102,Extrême-Nord,5,2024,37.64,1882.0,8,Julien Girard,2025-07-20 13:47:14.079581
1103,Sud,5,2026,88.01,4401.0,5,Sophie Garcia,2025-06-01 13:47:14.079581
1104,Adamaoua,3,2025,46.69,2335.0,1,Claude Rousseau,2025-05-18 13:47:14.079581
1105,Nord,2,2024,26.14,1307.0,5,Stephanie Vincent,2026-04-06 13:47:14.079581
1106,Littoral,12,2024,147.94,8497.0,4,Emma Mercier,2026-02-07 13:47:14.079581
1107,Extrême-Nord,8,2025,21.82,1091.0,2,Florence Mathieu,2025-05-05 13:47:14.079581
1108,Ouest,3,2026,63.94,3197.0,2,Florence Mathieu,2025-05-19 13:47:14.079581
1109,Littoral,5,2026,107.47,5374.0,8,Thomas Dufour,2026-01-31 13:47:14.079581
1110,Sud,7,2025,62.65,3133.0,1,Isabelle Lefevre,2025-12-12 13:47:14.079581
1111,Sud,5,2026,33.69,1684.0,5,Claude Rousseau,2025-12-08 13:47:14.079581
1112,Nord,5,2026,42.34,2117.0,9,Stephanie Vincent,2025-04-24 13:47:14.079581
1113,Nord,7,2024,78.43,3921.0,2,Benjamin Leroy,2025-06-10 13:47:14.079581
1114,Ouest,9,2024,263.32,17612.0,4,Michel Durand,2025-05-20 13:47:14.079581
1115,Sud-Ouest,4,2025,53.23,2662.0,9,Julien Girard,2026-02-25 13:47:14.079581
1116,Adamaoua,12,2024,35.41,1770.0,3,Marie Martin,2026-01-23 13:47:14.079581
1117,Centre,10,2024,104.58,5229.0,10,Emma Mercier,2025-06-11 13:47:14.079581
1118,Extrême-Nord,5,2025,64.25,3213.0,4,Catherine Moreau,2026-03-14 13:47:14.079581
1119,Littoral,7,2024,89.82,4491.0,5,Thomas Dufour,2026-02-05 13:47:14.079581
1120,Adamaoua,2,2024,53.93,2696.0,1,Pierre Bernard,2026-01-15 13:47:14.079581
1121,Extrême-Nord,11,2025,42.05,2102.0,1,Isabelle Lefevre,2025-08-06 13:47:14.079581
1122,Littoral,4,2024,78.36,3918.0,2,Valerie Blanchard,2026-01-10 13:47:14.079581
1123,Est,6,2024,63.57,3179.0,1,Julien Girard,2025-06-25 13:47:14.079581
1124,Nord,10,2025,42.98,2149.0,6,Catherine Moreau,2025-07-16 13:47:14.079581
1125,Nord-Ouest,2,2025,45.33,2266.0,3,Isabelle Lefevre,2025-08-14 13:47:14.079581
1126,Centre,6,2024,142.98,8105.0,7,Jean Dupont,2026-02-03 13:47:14.079581
1127,Ouest,1,2025,111.95,5654.0,1,Benjamin Leroy,2025-08-28 13:47:14.079581
1128,Nord-Ouest,10,2024,83.26,4163.0,2,Isabelle Lefevre,2025-06-17 13:47:14.079581
1129,Nord-Ouest,5,2025,143.37,8136.0,2,Florence Mathieu,2026-02-07 13:47:14.079581
1130,Est,7,2025,125.08,6691.0,3,Florence Mathieu,2025-05-15 13:47:14.079581
1131,Centre,12,2024,75.26,3763.0,1,Michel Durand,2025-06-28 13:47:14.079581
1132,Nord,10,2026,20.0,1000.0,8,Emma Mercier,2025-11-05 13:47:14.079581
1133,Sud-Ouest,4,2026,46.73,2337.0,3,Claude Rousseau,2026-01-28 13:47:14.079581
1134,Centre,4,2026,165.39,9876.0,10,Michel Durand,2025-11-29 13:47:14.079581
1135,Sud-Ouest,12,2026,68.1,3405.0,2,Sophie Garcia,2025-07-01 13:47:14.079581
1136,Littoral,1,2026,69.99,3500.0,5,Michel Durand,2025-06-03 13:47:14.079581
1137,Extrême-Nord,1,2024,60.47,3024.0,2,Julien Girard,2025-12-24 13:47:14.079581
1138,Nord-Ouest,8,2024,29.97,1499.0,7,Catherine Moreau,2025-08-07 13:47:14.079581
1139,Nord-Ouest,11,2026,78.21,3911.0,8,Stephanie Vincent,2026-02-10 13:47:14.079581
1140,Centre,12,2026,118.06,6137.0,3,Stephanie Vincent,2025-10-05 13:47:14.079581
1141,Extrême-Nord,12,2024,35.53,1776.0,2,Anne Leblanc,2026-03-28 13:47:14.079581
1142,Centre,4,2025,116.43,6008.0,3,Catherine Moreau,2025-10-20 13:47:14.079581
1143,Est,6,2024,151.87,8808.0,5,Jean Dupont,2025-11-16 13:47:14.079581
1144,Littoral,10,2024,71.15,3557.0,2,Anonyme,2025-09-12 13:47:14.079581
